,EXPID,PEAKID,YEAR,SEASON,HOST,ROUTE1,ROUTE2,ROUTE3,ROUTE4,NATION,LEADERS,SPONSOR,SUCCESS1,SUCCESS2,SUCCESS3,SUCCESS4,ASCENT1,ASCENT2,ASCENT3,ASCENT4,CLAIMED,DISPUTED,COUNTRIES,APPROACH,BCDATE,SMTDATE,SMTTIME,SMTDAYS,TOTDAYS,TERMDATE,TERMREASON,TERMNOTE,HIGHPOINT,TRAVERSE,SKI,PARAPENTE,CAMPS,ROPE,TOTMEMBERS,SMTMEMBERS,MDEATHS,TOTHIRED,SMTHIRED,HDEATHS,NOHIRED,O2USED,O2NONE,O2CLIMB,O2DESCENT,O2SLEEP,O2MEDICAL,O2TAKEN,O2UNKWN,OTHERSMTS,CAMPSITES,ROUTEMEMO,ACCIDENTS,ACHIEVMENT,AGENCY,COMRTE,STDRTE,PRIMRTE,PRIMMEM,PRIMREF,PRIMID,CHKSUM
10494,MANA19348,MANA,2019,Autumn,Nepal,NE Face,,,,Japan,Koji Sampo,Glacier Himalaya Treks Ama Dablam Expedition 2019,True,False,False,False,,,,,False,False,Spain,,,2019-09-27,,0,0,,Success (main peak),,8163,False,False,False,0,0,7,7,0,7,6,0,False,False,True,False,False,False,False,False,False,,Smt(27/09),,,,Glacier Himalaya Treks,True,True,False,False,False,,2462438
10495,NEMJ19301,NEMJ,2019,Autumn,Nepal,N Spur,,,,Italy,Marco Farina,Italian Nemjung Himal Expedition 2019,False,False,False,False,,,,,False,True,,Besisahar->Koto->Phu->BC,2019-09-26,2019-10-03,,7,16,2019-10-12,"Bad conditions (deep snow, avalanching, falling ice, or rock)",Abandoned at 5800m due to unstable snow conditions,5800,False,False,False,1,0,3,0,0,0,0,0,True,False,True,False,False,False,False,False,False,,"BC(26/09,4840m),C1(01/10,5050m),xxx(03/10,5800m)",,,,Churen Himal Treks,False,False,False,False,False,,3819
10496,NORB19301,NORB,2019,Autumn,Nepal,,,,,France,Paulo Grobel,Paulo Grobel Norbu Kang Expedition 2019,False,False,False,False,,,,,False,False,,,,,,0,0,,Did not attempt climb,,0,False,False,False,0,0,7,0,0,4,0,0,False,False,True,False,False,False,False,False,False,,,,,,Himalayan Travellers Nepal,False,False,False,False,False,,3864
10497,PAN119301,PAN1,2019,Autumn,Nepal,W Ridge-N Ridge,,,,Georgia,Archil Badriashvi,Georgian Himalayan Expedition 2019,True,False,False,False,1st,,,,False,False,,Trek to Samagaon from Dharapani via Larkya La,2019-09-26,2019-10-03,1400,7,11,2019-10-07,Success (main peak),,6620,False,False,False,3,0,3,3,0,0,0,0,True,False,True,False,False,False,False,False,False,Summited Panpoche II,"BC(26/09,4300m),Biv1(30/09,5600m),Biv2(01/10,5850m),Biv3(02/10,6380m),Smt(03/10)","Both climbs in pure alpine style, no Sherpas above BC, no oxygen. Just BC staff, a cook and assistant cook. 

Panpoche II:

18/09: Base camp at 3900m (two hours walking from Samagaon).
20/09: Bivouac at 5800m on SW Ridge. They followed SW Ridge from BC to bivouac location.
21/09: Stayed in bivy, bad weather.
22/09: Started from bivy at 5:30 am, reached the summit at 5 pm. Very bad weather the whole expedition. Quite dangerous climb, lose rocks on the ridge, not much options for belays. Not vertical, but steep climb. They used minimum protection. Rock too bad for belays. From bivy location they traversed for a while to SW Face, which they climbed to the summit, a steep snowy face up to summit (up to 80°). Weather on summit day okay. It was snowing in the morning, but sky cleared on the way up. After summit a 6-hour descent to bivouac. Descent on slighty different route, on S side, down a couloir with bad snow, steep sections. Reached bivy at 12 pm midnight. Very bad snow conditions. They only used rope on ridge between BC and bivy and on first part of SW Face. After that not possible to place reliable anchors.
23/09: Descent to BC, same location as on ascent.
24/09: To Samagaon. Stayed in Samagaon for a few days.

Panpoche I:

26/09: Base camp at 4300m in the valley east of Samdo. Bad weather for a few days 
30/09: weather started to get better and they established first bivouac at 5600m.
01/10: bad weather, but they climbed for several hours to second bivouac at 5850m.
02/10: climbed to third bivouac at 6380m.
03/10: Started from bivy at 5 am. Reached the summit at 2 pm. Followed the North Ridge from the bivy, and had to traverse a wide plateau just east of the ridge. Tough snow conditions again, quite dangerous, avalanche danger and they had to break trail through the snow. Very narrow and dangerous summit ridge, sharp cornices, no possibility to place protection because of soft snow. Followed the ridge for about 4 hours to the summit. They roped up on the ridge. Summit very narrow, only space for 1 person at a time. Spent around 40 minutes at the summit. Then down to Biv3, same as on ascent, reached it at 6 pm.
04/10: Descent all the way to BC (same as on ascent). Rest days in BC for 3 days.
07/10: To Bimthang.
08/10: To Dharapani.
09/10: To KTM.",,,Satori Adventures,False,False,False,False,False,,2462669
10498,PAN119302,PAN1,2019,Autumn,Nepal,WNW Ridge of Pk 6567m-NNE Ridge,,,,Italy,Francois Cazzanelli,Italian Manaslu & Panpoche 1 Expedition 2019,False,False,False,False,,,,,False,False,Switzerland,Besisahar->Larkya La->Samagaon,,2019-10-04,,0,0,,"Bad weather (storms, high winds)",Abandoned at 5900m due to bad weather forecast and short deadline,5900,False,False,False,0,0,5,0,0,0,0,0,True,False,True,False,False,False,False,False,False,Summited Manaslu (MANA-193-11),"Dep(10/09,03/10,5100m),xxx(04/10,5900m)",See MANA-193-11 for full route notes.,,,Seven Summit Treks,False,False,True,False,True,MANA19311,2462670
10499,PAN219301,PAN2,2019,Autumn,Nepal,SW Ridge,,,,Georgia,Archil Badriashvi,Georgian Himalayan Expedition 2019,True,False,False,False,1st,,,,False,False,,Trek to Samagaon from Dharapani via Larkya La,2019-09-18,2019-09-22,1700,4,19,2019-10-07,Success (main peak),,6504,False,False,False,1,0,3,3,0,0,0,0,True,False,True,False,False,False,False,False,False,Summited Panpoche I,"BC(18/09,4300m),Biv1(20/09,5800m),Smt(22/09)","Both climbs in pure alpine style, no Sherpas above BC, no oxygen. Just BC staff, a cook and assistant cook. 

Panpoche II:

18/09: Base camp at 3900m (two hours walking from Samagaon).
20/09: Bivouac at 5800m on SW Ridge. They followed SW Ridge from BC to bivouac location.
21/09: Stayed in bivy, bad weather.
22/09: Started from bivy at 5:30 am, reached the summit at 5 pm. Very bad weather the whole expedition. Quite dangerous climb, lose rocks on the ridge, not much options for belays. Not vertical, but steep climb. They used minimum protection. Rock too bad for belays. From bivy location they traversed for a while to SW Face, which they climbed to the summit, a steep snowy face up to summit (up to 80°). Weather on summit day okay. It was snowing in the morning, but sky cleared on the way up. After summit a 6-hour descent to bivouac. Descent on slighty different route, on S side, down a couloir with bad snow, steep sections. Reached bivy at 12 pm midnight. Very bad snow conditions. They only used rope on ridge between BC and bivy and on first part of SW Face. After that not possible to place reliable anchors.
23/09: Descent to BC, same location as on ascent.
24/09: To Samagaon. Stayed in Samagaon for a few days.

Panpoche I:

26/09: Base camp at 4300m in the valley east of Samdo. Bad weather for a few days 
30/09: weather started to get better and they established first bivouac at 5600m.
01/10: bad weather, but they climbed for several hours to second bivouac at 5850m.
02/10: climbed to third bivouac at 6380m.
03/10: Started from bivy at 5 am. Reached the summit at 2 pm. Followed the North Ridge from the bivy, and had to traverse a wide plateau just east of the ridge. Tough snow conditions again, quite dangerous, avalanche danger and they had to break trail through the snow. Very narrow and dangerous summit ridge, sharp cornices, no possibility to place protection because of soft snow. Followed the ridge for about 4 hours to the summit. They roped up on the ridge. Summit very narrow, only space for 1 person at a time. Spent around 40 minutes at the summit. Then down to Biv3, same as on ascent, reached it at 6 pm.
04/10: Descent all the way to BC (same as on ascent). Rest days in BC for 3 days.
07/10: To Bimthang.
08/10: To Dharapani.
09/10: To KTM.",,,Satori Adventures,False,False,False,False,True,PAN119301,2462658
10500,PUTH19301,PUTH,2019,Autumn,Nepal,NE Face,,,,Germany,Matthew Rosenburg,Furtenbach Adventures Putha Hiunchuli Expedition 2019,True,False,False,False,,,,,False,False,"UK, USA",Flight to Juphal->Dunai->Kakkot->BC,2019-09-28,2019-10-09,1045,11,13,2019-10-11,Success (main peak),,7246,False,False,False,2,50,5,4,0,3,3,0,False,False,True,False,False,False,False,True,False,,"BC(28/09,4900m),C1(30/10,5450m),C2(08/10,6300m),Smt(09/10)","BC  28/09  4900m 
C1  03/10  5450m 
C2  08/10  6300m 
Smt 09/10  by all Sherpas and all members except Herzog.

Started from C2 at 2:30 am. Summit at 10:45 am, down to C1 at 5 pm. Good weather, very clear. Clients flew out from BC on 11/10, Rosenberg trekked back alone.

Herzog reached his high point at 6000m. He just got married and wanted to get home to his wife. 

Oxygen: taken for emergency, not used.

Fixed rope: 50m at 5900m

Hired:
  Mingma Tamang (S)
  Kusang Sherpa (S)
  Dawa Jangbu Lama (S)",,,Iceland Trekking,False,False,False,False,False,,2462990
10501,PUTH19302,PUTH,2019,Autumn,Nepal,NE Face,,,,Italy,Engelbert Pallhuber,Furtenbach Adventures Putha Hiunchuli Expedition 2019,False,False,False,False,,,,,False,False,Switzerland,,2019-10-27,,,0,0,,,,0,False,False,False,0,0,2,0,0,2,0,0,False,False,False,False,False,False,False,False,False,,,,,,Iceland Trekking,False,False,False,False,False,,4224
10502,PUTH19303,PUTH,2019,Autumn,Nepal,NE Face,,,,Argentina,Matias Erroz,Prestige Adventure Putha Hiunchuli Expedition 2019,True,False,False,False,,,,,False,False,Norway,Flight to Juphal->Dunai->Kakkot->BC,2019-09-27,2019-10-04,1100,7,9,2019-10-06,Success (main peak),,7246,False,False,False,2,0,5,5,0,3,3,0,False,False,True,False,False,False,False,False,False,,"BC(09/27,4940m),C1(29/09,5500m),C2(03/10,6200m),Smt(04/10)","Summit team left C2 at 2 am, summited after 9 hours climbing",,,Prestige Adventure,False,False,False,False,False,,2462985
10503,PUTH19304,PUTH,2019,Autumn,Nepal,NE Face,,,,Canada,Jessica Han,International Mountain Guides (IMG) Putha Hiunchuli Expedition 2019,True,False,False,False,,,,,False,False,"Australia, France, USA",Flight to Juphal->Dunai->Kakkot->BC,2019-09-26,2019-10-09,0900,13,16,2019-10-12,Success (main peak),,7246,False,False,False,2,0,4,4,0,3,3,0,False,True,False,True,False,False,False,False,False,,"BC(26/09,4900m),C1(02/10,5400m),C2(08/10,6200m),Smt(09/10)","BC  26/09  4900m
C1  02/10  5400m
C2  08/10  6200m
Smt 09/10  by everyone at same time	(9 am).

Description of climb:
  First team to arrive at Base Camp
  Left C2 at 1:30 am for summit push on 9/10
  Weather was good, until they got to summit ridge (very windy, but clear and 
    sunny)
  Straightforward climb, no injuries
  Spent five minutes on summit (too windy)
  Went all the way down to base camp, arrived around 6 pm on 9/10.

Team left BC on 12/10, trekked same way back, flew from Juphal.

Oxygen:
  Members took and used oxygen from C2 to summit and back to C2.
  Sherpas not used

Sherpas:
  Karma Rita (Phortse)
  Mingma Dorjee (Phortse)
  Pemba Gyaltsen (Phortse)",,,Beyul Adventure (Prestige Adventure pmt),False,False,False,False,False,,2462990
10504,PUTH19305,PUTH,2019,Autumn,Nepal,NE Face,,,,Germany,Georg Nickaes,Dynafit Putha Hiunchuli Ski Expedition 2019,True,False,False,False,,,,,False,False,"Italy, USA",Flight to Juphal->Dunai->Kakkot->BC,2019-10-02,2019-10-11,1230,9,15,2019-10-17,Success (main peak),,7246,False,True,False,2,0,8,6,0,0,0,0,True,False,True,False,False,False,False,False,False,,"BC(02/10,4906m),C1(05/10,5460m),C2(07/10,6300m),Smt(11,15/10)","BC  02/10  at 4906m
C1  05/10  at 5460m
C2  07/10  at 6300m
Smt 11/10  by Kalivoda at 12:30 pm and Steinberg at 13:30 pm
	15/10  by Boehm at 10:23 am, Nickaes and Hasenknopf at 10 am.

All members ascended with skis (skinning).

Steinberg and Kalivoda:

Steinberg and Kalivoda started their summit attempt earlier as they were feeling well and acclimatised. They spent the night at C2 on 10/10. They had ascended straight from BC by foot to C1 (2-½ hours) and then they skinned up to C2, which took them another 4 hours. They left C2 at 7:15 am. Weather was good and conditions also very good. No avalanche danger. They had a crust and skinning up was easy. Kalivoda summited an hour early and met Steinberg when he was just below the summit. They both descended on their skis all the way to C1, which took them about 1-½ hours. From there, they walked back to BC, where they arrived at 5 pm. 

Speed ascent by Benedikt Boehm on 15/10:

Start from BC (4906m) at 4:17 am
Summitted at 10:23 am (6.06 hrs)
Back at BC at 12:10 am (skied to C1 and ran back to BC)
Total time BC-summit-BC 7.53 hrs
Total km 20.06km
Total metres of altitude ascent/descent 2269m [2343?]
	
Nickaes and Hasenknopf Summit 15/10:

Nickers and Hasenknopf started at C2 at 4:.30 am They also skinned up towards the summit, but changed their skis for their crampons at about 7000m due to the high winds. They continued to the summit carrying their skis on the backpacks. They spent about 20 minutes. They descended the summit ridge on crampons and put their skis on at about 7100m and skied down all the way to C1. From there, they walked back to BC, where they arrived at 1 pm.

Alessandro d’Emilia reached about 6700m on 15/10. As filming was his main purpose he did not want to push too hard to get to the summit.

Team left BC on 17/10.

Oxygen: Not taken, not used",,,Wild Yak Expeditions,False,False,False,False,False,,2462992
